year,system,system_name,school,school_name,test,subject,grade,student_group,participation_rate,enrolled,tested,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded,address
2023,190,Davidson County,245,Glencliff High School,EOC,Integrated Math III,All Grades,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,Integrated Math III,All Grades,Students with Disabilities,*,8,8,8,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,Integrated Math III,All Grades,Super Subgroup,99,206,204,179,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,Integrated Math III,All Grades,White,100,16,16,14,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,All Students,*,3,3,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Black/Hispanic/Native American,*,1,1,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Economically Disadvantaged,*,3,3,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,English Learners,*,1,1,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,English Learners with Transitional 1-4,*,1,1,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Female,*,1,1,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Hispanic,*,1,1,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Male,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Non-Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Non-Students with Disabilities,*,3,3,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,Super Subgroup,*,3,3,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,10,White,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,All Students,98,164,161,141,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Asian,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Black or African American,100,35,35,35,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Black/Hispanic/Native American,98,147,144,126,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Economically Disadvantaged,98,50,49,44,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,English Learner Transitional 1-4,*,6,6,6,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,English Learners,99,93,92,72,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,English Learners with Transitional 1-4,99,99,98,78,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Female,99,69,68,57,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Foster,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Hispanic,97,112,109,91,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Homeless,*,10,10,8,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Male,98,95,93,84,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Native Hawaiian or Other Pacific Islander,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Non-Black/Hispanic/Native American,100,17,17,15,**,**,**,**,**,**,**,**,20.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Non-Economically Disadvantaged,98,114,112,97,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Non-English Learners/Transitional 1-4,97,65,63,63,**,**,**,**,**,**,**,**,7.9,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Non-Students with Disabilities,98,149,146,126,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Students with Disabilities,100,15,15,15,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,Super Subgroup,98,155,152,132,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,11,White,100,13,13,11,**,**,**,**,**,**,**,**,27.3,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,All Students,97,38,37,24,**,**,**,**,**,**,**,**,8.3,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Black or African American,*,9,9,8,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Black/Hispanic/Native American,100,33,33,21,**,**,**,**,**,**,**,**,9.5,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Economically Disadvantaged,*,19,18,9,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,English Learners,*,22,21,8,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,English Learners with Transitional 1-4,*,23,22,9,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Female,100,18,18,12,**,**,**,**,**,**,**,**,16.7,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Hispanic,100,24,24,13,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Homeless,*,4,4,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Male,95,20,19,12,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Non-Black/Hispanic/Native American,*,5,4,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Non-Economically Disadvantaged,100,19,19,15,**,**,**,**,**,**,**,**,13.3,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Non-English Learners/Transitional 1-4,100,15,15,15,**,**,**,**,**,**,**,**,13.3,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Non-Students with Disabilities,97,36,35,22,**,**,**,**,**,**,**,**,9.1,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,Super Subgroup,97,36,35,22,**,**,**,**,**,**,**,**,9.1,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,12,White,*,5,4,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,All Students,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Black or African American,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Black/Hispanic/Native American,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Economically Disadvantaged,*,1,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Male,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Non-Economically Disadvantaged,*,1,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Non-English Learners/Transitional 1-4,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Students with Disabilities,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,9,Super Subgroup,*,2,0,0,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,All Students,97,207,201,167,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Asian,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Black or African American,96,46,44,43,**,**,**,**,**,**,**,**,7.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Black/Hispanic/Native American,97,183,178,147,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Economically Disadvantaged,96,73,70,55,**,**,**,**,**,**,**,**,5.5,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,English Learner Transitional 1-4,*,7,7,7,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,English Learners,98,116,114,80,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,English Learners with Transitional 1-4,98,123,121,87,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Female,99,88,87,69,**,**,**,**,**,**,**,**,5.8,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Foster,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Hispanic,98,137,134,104,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Homeless,100,14,14,10,**,**,**,**,**,**,**,**,10.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Male,96,119,114,98,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Native Hawaiian or Other Pacific Islander,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Non-Black/Hispanic/Native American,96,24,23,20,**,**,**,**,**,**,**,**,20.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Non-Economically Disadvantaged,98,134,131,112,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Non-English Learners/Transitional 1-4,95,84,80,80,**,**,**,**,**,**,**,**,10.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Non-Students with Disabilities,98,188,184,150,**,**,**,**,**,**,**,**,5.3,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Students with Disabilities,89,19,17,17,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,Super Subgroup,97,196,190,156,**,**,**,**,**,**,**,**,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,EOC,US History,All Grades,White,95,20,19,16,**,**,**,**,**,**,**,**,25.0,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,All Students,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Female,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Male,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Non-Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,10,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,All Students,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Female,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Male,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Non-Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,All Students,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,English Learners with Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Female,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Non-Black/Hispanic/Native American,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Non-Economically Disadvantaged,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Students with Disabilities,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,Super Subgroup,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,11,White,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,All Students,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learners with Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Female,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-Black/Hispanic/Native American,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-Economically Disadvantaged,*,3,3,3,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Students with Disabilities,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,Super Subgroup,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,ELA,All Grades,White,*,2,2,2,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,All Students,*,4,4,4,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
2023,190,Davidson County,245,Glencliff High School,MSAA/Alt-Science/Social Studies,Math,11,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"160 Antioch Pike, Nashville, TN 37211"
