year,system,system_name,school,school_name,test,subject,grade,student_group,participation_rate,enrolled,tested,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Male,100,42,42,42,**,**,**,**,**,**,**,**,9.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Non-Black/Hispanic/Native American,100,28,28,28,**,**,**,**,**,**,**,**,7.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Non-Economically Disadvantaged,98,65,64,64,**,**,**,**,**,**,**,**,7.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Non-English Learners/Transitional 1-4,100,46,46,46,**,**,**,**,**,**,**,**,8.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Non-Students with Disabilities,99,84,83,83,**,**,**,**,**,**,**,**,7.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Students with Disabilities,*,7,7,7,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,Super Subgroup,99,81,80,80,**,**,**,**,**,**,**,**,6.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,9,White,100,19,19,19,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,All Students,99,125,124,123,78,18,16,11,63.5,14.6,13,8.9,22
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Asian,100,16,16,16,6,3,4,3,37.4,18.8,25,18.8,43.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Black or African American,100,19,19,19,12,2,3,2,63.2,10.5,15.8,10.5,26.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Black/Hispanic/Native American,99,82,81,80,58,8,9,5,72.4,10,11.3,6.3,17.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Economically Disadvantaged,100,39,39,39,25,6,4,4,64,15.4,10.3,10.3,20.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,English Learner Transitional 1-4,100,18,18,18,8,4,4,2,44.5,22.2,22.2,11.1,33.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,English Learners,97,39,38,37,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,English Learners with Transitional 1-4,98,57,56,55,**,**,**,**,**,**,**,**,10.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Female,98,61,60,60,40,11,6,3,66.7,18.3,10,5,15
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Foster,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Hispanic,98,63,62,61,**,**,**,**,**,**,**,**,14.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Homeless,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Male,100,64,64,63,38,7,10,8,60.3,11.1,15.9,12.7,28.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Non-Black/Hispanic/Native American,100,43,43,43,20,10,7,6,46.4,23.3,16.3,14,30.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Non-Economically Disadvantaged,99,86,85,84,53,12,12,7,63.1,14.3,14.3,8.3,22.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Non-English Learners/Transitional 1-4,100,68,68,68,34,13,12,9,50.1,19.1,17.6,13.2,30.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Non-Students with Disabilities,99,113,112,111,66,18,16,11,59.5,16.2,14.4,9.9,24.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Students with Disabilities,100,12,12,12,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,Super Subgroup,99,109,108,107,72,14,13,8,67.3,13.1,12.1,7.5,19.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math I,All Grades,White,100,27,27,27,14,7,3,3,51.9,25.9,11.1,11.1,22.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,All Students,100,87,87,87,**,**,**,**,**,**,**,**,6.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Asian,*,9,9,9,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Black or African American,100,13,13,13,**,**,**,**,**,**,**,**,7.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Black/Hispanic/Native American,100,55,55,55,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Economically Disadvantaged,100,26,26,26,**,**,**,**,**,**,**,**,11.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,English Learner Transitional 1-4,*,9,9,9,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,English Learners,100,16,16,16,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,English Learners with Transitional 1-4,100,25,25,25,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Female,100,46,46,46,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Hispanic,100,41,41,41,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Homeless,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Male,100,41,41,41,**,**,**,**,**,**,**,**,9.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Non-Black/Hispanic/Native American,100,32,32,32,**,**,**,**,**,**,**,**,12.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Non-Economically Disadvantaged,100,61,61,61,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Non-English Learners/Transitional 1-4,100,62,62,62,**,**,**,**,**,**,**,**,9.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Non-Students with Disabilities,100,77,77,77,**,**,**,**,**,**,**,**,6.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Students with Disabilities,100,10,10,10,**,**,**,**,**,**,**,**,10
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,Super Subgroup,100,76,76,76,**,**,**,**,**,**,**,**,6.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,10,White,100,23,23,23,**,**,**,**,**,**,**,**,17.4
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,All Students,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Non-Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Non-Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,11,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,All Students,*,4,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Black/Hispanic/Native American,*,4,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,English Learner Transitional 1-4,*,3,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,English Learners with Transitional 1-4,*,3,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Hispanic,*,3,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Male,*,4,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Non-Economically Disadvantaged,*,4,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Non-Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Students with Disabilities,*,3,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,12,Super Subgroup,*,4,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,All Students,100,22,22,22,**,**,**,**,**,**,**,**,50
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Asian,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Black or African American,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Black/Hispanic/Native American,100,13,13,13,**,**,**,**,**,**,**,**,69.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Economically Disadvantaged,*,6,6,6,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Female,100,12,12,12,**,**,**,**,**,**,**,**,25
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Hispanic,100,10,10,10,**,**,**,**,**,**,**,**,60
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Male,100,10,10,10,**,**,**,**,**,**,**,**,80
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Non-Black/Hispanic/Native American,*,9,9,9,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Non-Economically Disadvantaged,100,16,16,16,**,**,**,**,**,**,**,**,50
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Non-English Learners/Transitional 1-4,100,21,21,21,**,**,**,**,**,**,**,**,47.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Non-Students with Disabilities,100,22,22,22,**,**,**,**,**,**,**,**,50
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,Super Subgroup,100,17,17,17,1,6,9,1,5.9,35.3,52.9,5.9,58.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,9,White,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,All Students,99,115,114,114,**,**,**,**,**,**,**,**,14.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Asian,100,13,13,13,**,**,**,**,**,**,**,**,15.4
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Black or African American,100,18,18,18,**,**,**,**,**,**,**,**,22.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Black/Hispanic/Native American,99,74,73,73,**,**,**,**,**,**,**,**,15.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Economically Disadvantaged,100,33,33,33,**,**,**,**,**,**,**,**,18.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,English Learner Transitional 1-4,92,13,12,12,**,**,**,**,**,**,**,**,8.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,English Learners,100,17,17,17,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,English Learners with Transitional 1-4,97,30,29,29,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Female,100,59,59,59,**,**,**,**,**,**,**,**,8.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Hispanic,98,55,54,54,**,**,**,**,**,**,**,**,13
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Homeless,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Male,98,56,55,55,**,**,**,**,**,**,**,**,21.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Non-Black/Hispanic/Native American,100,41,41,41,**,**,**,**,**,**,**,**,14.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Non-Economically Disadvantaged,99,82,81,81,**,**,**,**,**,**,**,**,13.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Non-English Learners/Transitional 1-4,100,85,85,85,**,**,**,**,**,**,**,**,18.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Non-Students with Disabilities,100,102,102,102,**,**,**,**,**,**,**,**,15.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Students with Disabilities,92,13,12,12,**,**,**,**,**,**,**,**,8.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,Super Subgroup,99,99,98,98,**,**,**,**,**,**,**,**,15.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math II,All Grades,White,100,28,28,28,**,**,**,**,**,**,**,**,14.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,All Students,100,12,12,12,**,**,**,**,**,**,**,**,91.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Asian,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Black or African American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Black/Hispanic/Native American,*,9,9,9,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Female,*,8,8,8,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Hispanic,*,7,7,7,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Male,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Non-Black/Hispanic/Native American,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Non-Economically Disadvantaged,100,10,10,10,**,**,**,**,**,**,**,**,90
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Non-English Learners/Transitional 1-4,100,11,11,11,**,**,**,**,**,**,**,**,90.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Non-Students with Disabilities,100,12,12,12,**,**,**,**,**,**,**,**,91.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,Super Subgroup,100,10,10,10,**,**,**,**,**,**,**,**,90
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,10,White,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,All Students,100,58,58,58,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Asian,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Black or African American,100,14,14,14,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Black/Hispanic/Native American,100,45,45,45,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Economically Disadvantaged,100,19,19,19,**,**,**,**,**,**,**,**,5.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,English Learner Transitional 1-4,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,English Learners,100,15,15,15,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,English Learners with Transitional 1-4,100,18,18,18,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Female,100,39,39,39,**,**,**,**,**,**,**,**,5.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Hispanic,100,30,30,30,**,**,**,**,**,**,**,**,6.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Male,100,19,19,19,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Non-Black/Hispanic/Native American,100,13,13,13,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Non-Economically Disadvantaged,100,39,39,39,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Non-English Learners/Transitional 1-4,100,40,40,40,**,**,**,**,**,**,**,**,5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Non-Students with Disabilities,100,55,55,55,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Students with Disabilities,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,Super Subgroup,100,53,53,53,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,11,White,100,12,12,12,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,All Students,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Black/Hispanic/Native American,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Hispanic,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Male,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Non-Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,12,Super Subgroup,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,All Students,100,73,73,73,46,14,8,5,63,19.2,11,6.8,17.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Asian,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Black or African American,100,17,17,17,**,**,**,**,**,**,**,**,5.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Black/Hispanic/Native American,100,57,57,57,36,11,6,4,63.2,19.3,10.5,7,17.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Economically Disadvantaged,100,22,22,22,**,**,**,**,**,**,**,**,13.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,English Learner Transitional 1-4,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,English Learners,100,15,15,15,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,English Learners with Transitional 1-4,100,20,20,20,**,**,**,**,**,**,**,**,5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Female,100,47,47,47,26,11,6,4,55.3,23.4,12.8,8.5,21.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Hispanic,100,39,39,39,25,5,5,4,64.1,12.8,12.8,10.3,23.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Male,100,26,26,26,**,**,**,**,**,**,**,**,11.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Non-Black/Hispanic/Native American,100,16,16,16,10,3,2,1,62.4,18.8,12.5,6.3,18.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Non-Economically Disadvantaged,100,51,51,51,30,11,6,4,58.8,21.6,11.8,7.8,19.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Non-English Learners/Transitional 1-4,100,53,53,53,31,10,7,5,58.5,18.9,13.2,9.4,22.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Non-Students with Disabilities,100,68,68,68,41,14,8,5,60.2,20.6,11.8,7.4,19.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Students with Disabilities,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,Super Subgroup,100,66,66,66,42,13,7,4,63.6,19.7,10.6,6.1,16.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,Integrated Math III,All Grades,White,100,14,14,14,9,3,1,1,64.4,21.4,7.1,7.1,14.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,All Students,100,80,80,80,19,27,26,8,23.7,33.8,32.5,10,42.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Asian,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Black or African American,100,16,16,16,3,7,4,2,18.7,43.8,25,12.5,37.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Black/Hispanic/Native American,100,56,56,56,10,21,20,5,17.9,37.5,35.7,8.9,44.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Economically Disadvantaged,100,24,24,24,3,12,5,4,12.5,50,20.8,16.7,37.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,English Learner Transitional 1-4,*,6,6,6,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,English Learners,100,18,18,18,**,**,**,**,**,**,**,**,**
